Course_ID,Num_Subscribers,Course_Title,Price,Num_Review,Num_Lectures,Level,Rating,Content_Duration,Published_Timestamp,Subject,Date_Published,Course_Type
383414,5786,Beginner to Pro in PowerPoint: Complete PowerPoint Training,150,518,50,All Levels,0.63,5,2015-01-31T15:34:05Z,Business Finance,1/31/2015,Paid
662450,5768,How I Trade Forex Successfully,0,109,12,All Levels,0.05,1.5,2015-11-13T17:28:16Z,Business Finance,11/13/2015,Free
275294,5685,FastTrack to Stock Trading Strategies,25,5,12,Intermediate Level,0.14,3.5,2014-08-05T18:24:18Z,Business Finance,8/5/2014,Paid
41973,5597,"Silver, Gold, and Inflation",0,76,11,All Levels,0.78,1,2013-02-16T16:08:05Z,Business Finance,2/16/2013,Free
153210,5572,Learn Accounting. Understand Business.,200,123,33,All Levels,0.17,5.5,2014-03-27T17:58:37Z,Business Finance,3/27/2014,Paid
245822,5529,Day Trading Market Structure Signals,0,90,5,Beginner Level,0.84,2,2014-06-18T16:42:27Z,Business Finance,6/18/2014,Free
308694,5528,"Forex Strategies: Kelly Criterion, Larry Williams and more!",185,506,32,All Levels,0.2,3,2015-02-19T11:31:27Z,Business Finance,2/19/2015,Paid
709536,5407,Learn to Trade Forex Naked Price Action Big Shadow Trade,0,192,11,All Levels,0.22,1,2016-01-25T04:08:41Z,Business Finance,1/25/2016,Free
606928,5354,7 Deadly Mistakes of Investing that Will Slash Your Profits!,50,24,23,Beginner Level,0.55,1.5,2015-09-21T18:10:34Z,Business Finance,9/21/2015,Paid
353044,5334,Investing 101: The Complete Online Investing Course,200,373,42,Beginner Level,0.78,4.5,2014-11-28T17:49:03Z,Business Finance,11/28/2014,Paid
476268,5172,Options Trading 3 : Advanced Stock Profit and Success Method,195,34,38,All Levels,0.92,2.5,2015-05-28T00:14:03Z,Business Finance,5/28/2015,Paid
1090408,5144,Learn How to Trade Binary Options Professionally,0,169,7,All Levels,0.11,1,2017-02-03T22:15:55Z,Business Finance,2/3/2017,Free
611420,5108,Statistics - Measures of Dispersion for CA / CS / CFA exams,20,9,13,All Levels,0.72,1,2015-09-14T19:47:25Z,Business Finance,9/14/2015,Paid
399170,5099,Small Business Owners: Drive a Productive Business and Grow,20,2,15,All Levels,0.99,3,2015-01-20T21:39:42Z,Business Finance,1/20/2015,Paid
955748,5077,Trading for Beginners - Entry Level,0,256,16,All Levels,0.55,1.5,2016-10-03T22:21:54Z,Business Finance,10/3/2016,Free
407984,5057,Financial Model Basics: Build a model from start to finish,30,142,13,All Levels,0.3,1,2015-02-06T07:12:25Z,Business Finance,2/6/2015,Paid
408440,5050,How to Win 97% of Your Options Trades,125,461,26,Intermediate Level,0.38,1.5,2015-02-10T04:21:40Z,Business Finance,2/10/2015,Paid
471428,5007,Crash Course on Cost of Capital and Capital Structuring,0,41,19,All Levels,0.27,3,2015-04-13T17:52:57Z,Business Finance,4/13/2015,Free
1154754,4991,Financial Modeling for Startups & Small Businesses,195,137,79,All Levels,0.18,11.5,2017-03-29T22:36:05Z,Business Finance,3/29/2017,Paid
828254,4931,Budgeting Hacks to Build Wealth!,0,154,7,Intermediate Level,0.14,0.533333333,2016-05-31T15:10:45Z,Business Finance,5/31/2016,Free
719698,4919,Basic Technical Analysis: Learn the structure of the market,20,79,16,All Levels,0.96,1.5,2016-01-08T17:21:26Z,Business Finance,1/8/2016,Paid
255592,4876,Guía práctica para comprar acciones en la Bolsa de USA,0,210,36,All Levels,0.86,4.5,2014-09-11T02:28:27Z,Business Finance,9/11/2014,Free
363404,4863,Futures/Commodity Training (Basics),0,202,6,All Levels,0.87,1.5,2015-02-07T07:04:07Z,Business Finance,2/7/2015,Free
46927,4855,Basics of Business Finance,30,64,24,All Levels,0.49,4,2013-03-22T17:42:18Z,Business Finance,3/22/2013,Paid
528488,4770,Introduction to Equity Markets,0,64,31,All Levels,0.66,6.5,2015-07-30T19:00:30Z,Business Finance,7/30/2015,Free
40670,4702,Professional Trader's Mindset - Complete Forex Course,50,17,6,Intermediate Level,0.7,1,2013-06-07T17:07:48Z,Business Finance,6/7/2013,Paid
211874,4695,Business finances,75,7,20,Beginner Level,0.74,1,2014-05-07T01:51:09Z,Business Finance,5/7/2014,Paid
262370,4661,Accounting: Get Hired Without Work Experience,100,187,20,All Levels,0.02,1,2014-09-01T21:43:47Z,Business Finance,9/1/2014,Paid
283780,4653,Build a DCF Model from Scratch,0,395,5,Beginner Level,0.25,0.516666667,2014-09-14T21:13:26Z,Business Finance,9/14/2014,Free
851106,4607,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),0,181,11,Beginner Level,0.76,0.533333333,2016-05-17T00:43:59Z,Business Finance,5/17/2016,Free
372234,4601,Hands-on Financial Modeling (With 6 Excel Templates),30,38,14,Beginner Level,0.21,4,2015-04-02T17:51:17Z,Business Finance,4/2/2015,Paid
512400,4530,EFT for Stock Options Trading Success & Making Better Trades,95,13,31,All Levels,0.59,1.5,2015-08-06T19:08:20Z,Business Finance,8/6/2015,Paid
489146,4497,Practical Finance,20,281,11,All Levels,0.8,1,2015-07-14T18:14:16Z,Business Finance,7/14/2015,Paid
363078,4480,Capital Structuring Techiques for CA / CFA / CPA Exams,125,12,50,Beginner Level,0.54,7,2014-12-05T09:23:16Z,Business Finance,12/5/2014,Paid
592338,4284,Forex Trading Secrets of the Pros With Amazon's AWS,200,93,76,All Levels,0.84,5,2015-09-11T16:47:02Z,Business Finance,9/11/2015,Paid
199822,4269,IAS 12 - Accounting for Income Taxes (Basics),0,60,17,All Levels,0.84,4.5,2014-05-17T13:19:55Z,Business Finance,5/17/2014,Free
284118,4252,VPS for Forex Trading - Protect Your Forex Robots,160,225,24,Beginner Level,0.84,2,2014-09-19T04:07:58Z,Business Finance,9/19/2014,Paid
73068,4248,Introduction to the CFA Program,0,66,6,Beginner Level,0.84,1,2013-08-12T11:10:42Z,Business Finance,8/12/2013,Free
765562,4187,"Comprehensive Guide to Financial Markets, Investing &Trading",60,600,79,Beginner Level,0.84,9,2016-02-29T18:45:41Z,Business Finance,2/29/2016,Paid
595258,4158,Finance for Non-Finance: Learn Quick and Easy,20,51,30,All Levels,0.84,2.5,2016-02-25T21:48:39Z,Business Finance,2/25/2016,Paid
598266,4133,Trading for everyone - The Independent Investor Course I,120,15,36,Beginner Level,0.84,4,2015-10-08T20:23:36Z,Business Finance,10/8/2015,Paid
46010,4117,TechniTrader Leading Hybrid Indicator Trading,20,54,5,Beginner Level,0.84,1,2013-04-04T21:36:10Z,Business Finance,4/4/2013,Paid
112296,4103,Mergers and Acquisitions M&A Essentials You Need to Know,95,19,15,All Levels,0.84,1,2013-11-13T11:08:51Z,Business Finance,11/13/2013,Paid
441112,4086,Accounting Basics in 66 Minutes (absolutely for beginners),25,31,14,All Levels,0.84,1.5,2015-03-08T21:13:13Z,Business Finance,3/8/2015,Paid
919906,4077,Trading Options For Consistent Returns: Options Basics,0,281,20,All Levels,0.84,1.5,2016-08-18T21:57:04Z,Business Finance,8/18/2016,Free
794151,4061,Forex Trading Course: Work Smarter Not Harder Proven Results,195,52,16,All Levels,0.84,2,2016-03-16T15:40:19Z,Business Finance,3/16/2016,Paid
567070,4034,Accounting Made Easy 2,50,8,40,Intermediate Level,0.14,3,2015-09-16T18:57:23Z,Business Finance,9/16/2015,Paid
236080,4022,Elliott Wave -Forex Trading With The Elliott Wave Theory,90,35,14,All Levels,0.11,1,2016-12-15T15:49:13Z,Business Finance,12/15/2016,Paid
447362,4005,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,175,237,25,All Levels,0.66,2,2015-04-12T20:13:47Z,Business Finance,4/12/2015,Paid
1005658,3979,Trading for Beginners - Intermediate Level,150,40,39,All Levels,0.03,5,2016-11-09T01:45:20Z,Business Finance,11/9/2016,Paid
836926,3917,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,50,45,7,Beginner Level,0.48,1,2016-05-03T18:23:01Z,Business Finance,5/3/2016,Paid
221306,3870,Accounting Is Easy (for Beginners),20,12,90,Beginner Level,0.84,9,2014-05-20T18:13:38Z,Business Finance,5/20/2014,Paid
796450,3870,How to Create Your Personal Budget,20,53,10,Intermediate Level,0.69,1,2016-03-21T21:09:49Z,Business Finance,3/21/2016,Paid
1100746,3840,≪虎の巻≫証券取引の「税金のお悩み」解消,25,296,33,All Levels,0.35,1.5,2017-02-21T17:14:03Z,Business Finance,2/21/2017,Paid
1035472,3811,Python for Finance: Investment Fundamentals & Data Analytics,195,278,103,All Levels,0.1,6.5,2017-03-30T22:17:09Z,Business Finance,3/30/2017,Paid
502240,3804,"Value Investing, Taught by Six Superinvestors",200,267,66,All Levels,0.96,5,2015-06-19T21:22:17Z,Business Finance,6/19/2015,Paid
1188742,3775,Introduction to Cryptocurrencies and Blockchain,0,138,11,Intermediate Level,0.96,2,2017-05-01T21:18:54Z,Business Finance,5/1/2017,Free
421054,3771,Auditing Basics (Professional Course Level),25,10,35,Beginner Level,0.96,2.5,2015-02-13T14:37:18Z,Business Finance,2/13/2015,Paid
501960,3757,"Binary, Forex, Stock and Bitcoin Trading Strategy",0,70,14,Beginner Level,0.96,0.616666667,2015-05-28T22:38:25Z,Business Finance,5/28/2015,Free
471446,3730,Cost Accounting Crash Course,20,11,17,All Levels,0.96,2.5,2015-04-10T21:01:47Z,Business Finance,4/10/2015,Paid
364566,3667,MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,180,4,460,Beginner Level,0.96,43.5,2014-12-06T16:34:03Z,Business Finance,12/6/2014,Paid
742602,3607,Financial Management Risk and Return For Securities,30,21,19,All Levels,0.96,1.5,2016-02-03T18:04:01Z,Business Finance,2/3/2016,Paid
474150,3555,Technical Analysis tools for Stocks and Options trading,40,89,11,All Levels,0.96,1.5,2015-04-12T18:31:07Z,Business Finance,4/12/2015,Paid
722174,3523,Forex Trading MAKE YOUR FIRST TRADE TODAY!,150,46,45,All Levels,0.96,4,2016-01-10T21:39:39Z,Business Finance,1/10/2016,Paid
414246,3519,Bitcoin for Accountants,0,102,6,All Levels,0.96,1,2015-02-06T03:15:22Z,Business Finance,2/6/2015,Free
692176,3465,Apply finance concepts for smart project management,0,161,24,All Levels,0.96,2,2016-02-23T21:05:46Z,Business Finance,2/23/2016,Free
666910,3426,Demystifying Your Personal Tax Return,0,27,14,Beginner Level,0.96,1,2015-11-25T18:02:44Z,Business Finance,11/25/2015,Free
613422,3425,Business Economics - Basics (College Level),50,10,50,All Levels,0.96,4,2015-09-16T18:29:12Z,Business Finance,9/16/2015,Paid
292462,3403,Learn to Raise the Funds You Need via Crowdfunding,20,29,70,All Levels,0.96,8,2014-09-19T20:38:16Z,Business Finance,9/19/2014,Paid
86558,3372,The Art Of Financial Valuation With Certificate,20,12,12,All Levels,0.96,2,2013-09-29T23:52:54Z,Business Finance,9/29/2013,Paid
392478,3360,Startup Business: How To Raise Seed Capital,95,12,34,Intermediate Level,0.96,3,2015-03-15T20:29:17Z,Business Finance,3/15/2015,Paid
43441,3348,"Master 'Technical Analysis and Chart reading skills Bundle""",120,352,13,All Levels,0.96,3,2013-02-25T21:38:29Z,Business Finance,2/25/2013,Paid
165122,3339,Trade Recap I - A Real Look at Futures Options Markets,20,4,11,All Levels,0.96,1.5,2014-02-17T09:22:13Z,Business Finance,2/17/2014,Paid
934614,3283,Beginners Guide to Stock Market Investing,0,109,42,Intermediate Level,0.96,2.5,2016-09-15T18:30:57Z,Business Finance,9/15/2016,Free
855172,3255,Hedge and Mutual Fund Careers: The Complete Guide,200,340,102,Beginner Level,0.96,8.5,2016-06-20T20:17:12Z,Business Finance,6/20/2016,Paid
155344,3251,Introduction to Bookkeeping (Accounting),20,10,59,All Levels,0.96,12,2014-01-31T20:40:36Z,Business Finance,1/31/2014,Paid
709500,3223,Forex Trading - Learn to Trade Forex Like the Banks,20,240,23,Beginner Level,0.96,1,2016-03-30T15:29:03Z,Business Finance,3/30/2016,Paid
746432,3190,Start Trading Stocks Using Technical Analysis!,25,244,45,All Levels,0.96,4,2016-02-03T17:10:31Z,Business Finance,2/3/2016,Paid
471546,3177,Crash Course on Working Capital Management,20,8,8,All Levels,0.96,1,2015-04-16T17:35:54Z,Business Finance,4/16/2015,Paid
528784,3143,Stock market Investing Encyclopedia: How to invest in stocks,200,11,39,Intermediate Level,0.96,3,2015-11-10T22:55:53Z,Business Finance,11/10/2015,Paid
1046992,3137,Forex & Financial Market Trading Tutorial- Online Strategies,0,30,69,Expert Level,0.96,9,2017-04-12T16:26:51Z,Business Finance,4/12/2017,Free
575676,3125,Fundamentals of Investing!,20,54,13,All Levels,0.96,2,2015-08-09T18:34:30Z,Business Finance,8/9/2015,Paid
537884,3094,Leasing - A Comprehensive Study (Professional Course Level),20,2,22,All Levels,0.96,3.5,2015-07-17T22:10:39Z,Business Finance,7/17/2015,Paid
471440,3056,Accounting and Finance for Bankers - A Comprehensive Study,180,9,316,Intermediate Level,0.96,24.5,2015-04-10T19:24:28Z,Business Finance,4/10/2015,Paid
402836,3050,Accounting 101: How to read an Accounting Balance Sheet,200,86,22,Beginner Level,0.96,2,2015-01-27T09:27:49Z,Business Finance,1/27/2015,Paid
52118,3035,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",0,12,14,Beginner Level,0.96,1.5,2016-06-20T21:02:36Z,Business Finance,6/20/2016,Free
791574,3014,Succeed in Futures Even if You Don't Know Where to Start,0,19,15,All Levels,0.96,1,2017-01-03T05:58:06Z,Business Finance,1/3/2017,Free
411168,2996,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,125,200,23,Intermediate Level,0.96,2,2015-03-09T00:24:38Z,Business Finance,3/9/2015,Paid
588764,2988,Stock Options Day Trading Mindset for Success,200,21,43,Beginner Level,0.96,4.5,2015-09-29T19:15:24Z,Business Finance,9/29/2015,Paid
337320,2987,Cash Flow Valuation: Develop Your Financial Literacy,105,23,19,All Levels,0.96,2,2014-12-22T13:39:16Z,Business Finance,12/22/2014,Paid
941990,2981,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,45,23,17,Intermediate Level,0.96,1,2016-10-09T19:33:35Z,Business Finance,10/9/2016,Paid
965306,2955,Forex: What's a Trend and When it is Strong and Reliable,0,43,30,All Levels,0.96,2,2016-10-05T15:39:55Z,Business Finance,10/5/2016,Free
822514,2953,CAIIB Advanced Bank Management (Part I),25,20,211,Beginner Level,0.96,20.5,2016-04-15T18:43:40Z,Business Finance,4/15/2016,Paid
834558,2951,What Finance Job is for You? Explanation of 14 Finance Roles,200,232,60,Beginner Level,0.96,4,2016-05-04T05:22:32Z,Business Finance,5/4/2016,Paid
840300,2946,B Com Accountancy I (Paper ECO 02 IGNOU),50,6,284,All Levels,0.96,31.5,2016-05-05T23:07:43Z,Business Finance,5/5/2016,Paid
394636,2924,Accounting for Deferred Taxes (Professional Course Level),25,6,11,All Levels,0.96,1.5,2015-01-15T13:19:33Z,Business Finance,1/15/2015,Paid
403100,2917,"Trading Stock Chart Patterns For Immediate, Explosive Gains",95,148,23,Beginner Level,0.96,2.5,2015-01-30T22:13:03Z,Business Finance,1/30/2015,Paid
874312,2914,Cashflow Management for Small Businesses: A How To Guide,25,11,5,All Levels,0.96,0.616666667,2016-06-13T14:39:21Z,Business Finance,6/13/2016,Paid
317030,2900,Learn how to double your Forex Trading Account in one trade,60,424,36,All Levels,0.96,2.5,2014-10-19T22:04:51Z,Business Finance,10/19/2014,Paid
677802,2895,Adventure Capital: How to pay off debt,20,56,14,All Levels,0.96,1,2015-11-23T21:19:00Z,Business Finance,11/23/2015,Paid
848664,2893,Option Trading for Rookies: Understand Options Completely,150,65,62,All Levels,0.96,2,2016-08-10T15:27:06Z,Business Finance,8/10/2016,Paid
831066,2877,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),150,103,81,Beginner Level,0.96,4.5,2016-04-26T22:41:46Z,Business Finance,4/26/2016,Paid
570844,2801,Learn Basic Concepts of Economics Step by Step - Complete,150,6,25,Beginner Level,0.96,1.5,2015-08-16T16:36:47Z,Business Finance,8/16/2015,Paid
1113822,2792,Complete GST Course & Certification - Grow Your CA Practice,75,923,274,All Levels,0.96,39,2017-03-09T16:34:20Z,Business Finance,3/9/2017,Paid
529718,2769,Forex - Elliott Wave Theory with Fibonacci.,20,54,32,All Levels,0.96,1.5,2015-06-19T22:06:07Z,Business Finance,6/19/2015,Paid
1034074,2768,Introduction to Value Growth Investing,0,83,10,All Levels,0.96,1,2016-12-20T16:08:26Z,Business Finance,12/20/2016,Free
369726,2740,Cómo ganar dinero invirtiendo en bolsa,0,306,10,Intermediate Level,0.96,2,2016-04-02T01:46:55Z,Business Finance,4/2/2016,Free
379682,2736,Project Funding Modelling (for Professionals),20,3,8,Intermediate Level,0.96,1.5,2014-12-29T09:00:17Z,Business Finance,12/29/2014,Paid
738910,2715,[Value Investing] Where White People Keep Their Money,200,70,20,All Levels,0.96,4,2016-05-25T21:04:41Z,Business Finance,5/25/2016,Paid
551968,2697,The Blueprint for Successful Stock Trading,120,331,15,Intermediate Level,0.96,1,2015-08-13T18:58:05Z,Business Finance,8/13/2015,Paid
546924,2692,Trading Economic Indicators - Complete Trading System,50,25,25,All Levels,0.96,1.5,2015-09-17T18:47:54Z,Business Finance,9/17/2015,Paid
316750,2688,Technical Analysis 101: Master the Basics of Trading,95,61,50,Beginner Level,0.96,2,2015-05-13T22:54:25Z,Business Finance,5/13/2015,Paid
270844,2674,IAS 1-Presentation of Financial Statements,0,81,8,All Levels,0.96,1,2014-10-03T12:31:06Z,Business Finance,10/3/2014,Free
564966,2666,The Complete Chart Pattern Trading Course: A Proven Approach,200,115,52,Beginner Level,0.96,4,2015-08-10T21:07:35Z,Business Finance,8/10/2015,Paid
430968,2650,Financial Management Capital Market Instruments,25,5,17,Intermediate Level,0.96,1,2015-02-24T14:30:21Z,Business Finance,2/24/2015,Paid
760990,2638,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,35,140,12,All Levels,0.96,1,2016-02-13T03:19:09Z,Business Finance,2/13/2016,Paid
